state_name,year,disease,cases,incidence_per_capita
MISSISSIPPI,2010,HEPATITIS A,1,0.0015789473684210526
MISSISSIPPI,2011,HEPATITIS A,6,0.004615384615384615
MISSOURI,1966,HEPATITIS A,928,0.3946153846153847
MISSOURI,1967,HEPATITIS A,1282,0.5539215686274512
MISSOURI,1968,HEPATITIS A,852,0.35903846153846153
MISSOURI,1969,HEPATITIS A,586,0.2526
MISSOURI,1970,HEPATITIS A,725,0.3007843137254903
MISSOURI,1971,HEPATITIS A,648,0.2676470588235295
MISSOURI,1972,HEPATITIS A,778,0.3461702127659575
MISSOURI,1973,HEPATITIS A,793,0.32431372549019605
MISSOURI,1974,HEPATITIS A,204,0.11750000000000001
MISSOURI,1975,HEPATITIS A,450,0.19765957446808502
MISSOURI,1976,HEPATITIS A,605,0.24019230769230765
MISSOURI,1977,HEPATITIS A,543,0.216078431372549
MISSOURI,1978,HEPATITIS A,563,0.228
MISSOURI,1979,HEPATITIS A,387,0.156
MISSOURI,1980,HEPATITIS A,176,0.09777777777777782
MISSOURI,1981,HEPATITIS A,277,0.12086956521739124
MISSOURI,1982,HEPATITIS A,201,0.08204081632653065
MISSOURI,1983,HEPATITIS A,128,0.05565217391304351
MISSOURI,1984,HEPATITIS A,132,0.06769230769230772
MISSOURI,1985,HEPATITIS A,84,0.050909090909090925
MISSOURI,1986,HEPATITIS A,111,0.06000000000000003
MISSOURI,1987,HEPATITIS A,457,0.18875
MISSOURI,1988,HEPATITIS A,333,0.2860869565217391
MISSOURI,1989,HEPATITIS A,525,0.32093749999999993
MISSOURI,1990,HEPATITIS A,387,0.1899999999999999
MISSOURI,1991,HEPATITIS A,410,0.22657142857142856
MISSOURI,1992,HEPATITIS A,883,0.6277777777777778
MISSOURI,1993,HEPATITIS A,595,0.4185185185185186
MISSOURI,1994,HEPATITIS A,393,0.2642857142857143
MISSOURI,1995,HEPATITIS A,982,0.46871794871794875
MISSOURI,1996,HEPATITIS A,1244,0.546190476190476
MISSOURI,1997,HEPATITIS A,514,0.39041666666666663
MISSOURI,1998,HEPATITIS A,332,0.18212121212121213
MISSOURI,1999,HEPATITIS A,614,0.30722222222222223
MISSOURI,2000,HEPATITIS A,244,0.10925000000000003
MISSOURI,2001,HEPATITIS A,86,0.03925000000000002
MISSOURI,2002,HEPATITIS A,81,0.031521739130434795
MISSOURI,2003,HEPATITIS A,68,0.02500000000000001
MISSOURI,2004,HEPATITIS A,50,0.019545454545454557
MISSOURI,2005,HEPATITIS A,50,0.01750000000000001
MISSOURI,2006,HEPATITIS A,40,0.014600000000000007
MISSOURI,2007,HEPATITIS A,31,0.011632653061224494
MISSOURI,2008,HEPATITIS A,42,0.014615384615384624
MISSOURI,2009,HEPATITIS A,31,0.01166666666666667
MISSOURI,2010,HEPATITIS A,21,0.007450980392156863
MISSOURI,2011,HEPATITIS A,12,0.004999999999999999
MONTANA,1966,HEPATITIS A,99,0.3883333333333334
MONTANA,1967,HEPATITIS A,181,0.5746666666666665
MONTANA,1968,HEPATITIS A,288,0.8064705882352942
MONTANA,1969,HEPATITIS A,120,0.4209756097560973
MONTANA,1970,HEPATITIS A,166,0.5545238095238096
MONTANA,1971,HEPATITIS A,211,0.6008163265306122
MONTANA,1972,HEPATITIS A,239,0.7154347826086959
MONTANA,1973,HEPATITIS A,253,0.7012244897959182
MONTANA,1974,HEPATITIS A,367,1.114545454545455
MONTANA,1975,HEPATITIS A,247,0.6657142857142858
MONTANA,1976,HEPATITIS A,66,0.2859999999999999
MONTANA,1977,HEPATITIS A,198,0.5277083333333333
MONTANA,1978,HEPATITIS A,241,0.6959090909090908
MONTANA,1979,HEPATITIS A,175,0.5179069767441863
MONTANA,1980,HEPATITIS A,85,0.41153846153846174
MONTANA,1981,HEPATITIS A,83,0.31121212121212116
MONTANA,1982,HEPATITIS A,45,0.19000000000000006
MONTANA,1983,HEPATITIS A,32,0.17500000000000007
MONTANA,1984,HEPATITIS A,139,0.6244444444444442
MONTANA,1985,HEPATITIS A,97,0.4584615384615385
MONTANA,1986,HEPATITIS A,63,0.2775
MONTANA,1987,HEPATITIS A,85,0.26274999999999993
MONTANA,1988,HEPATITIS A,25,0.14409090909090908
MONTANA,1989,HEPATITIS A,41,0.15727272727272723
MONTANA,1990,HEPATITIS A,111,0.3285714285714285
MONTANA,1991,HEPATITIS A,58,0.18710526315789477
MONTANA,1992,HEPATITIS A,71,0.24514285714285713
MONTANA,1993,HEPATITIS A,22,0.09392857142857143
MONTANA,1994,HEPATITIS A,22,0.10280000000000003
MONTANA,1995,HEPATITIS A,114,0.32500000000000007
MONTANA,1996,HEPATITIS A,83,0.21813953488372098
MONTANA,1997,HEPATITIS A,37,0.1596153846153846
MONTANA,1998,HEPATITIS A,56,0.17828571428571435
MONTANA,1999,HEPATITIS A,11,0.03361111111111112
MONTANA,2000,HEPATITIS A,6,0.016923076923076923
MONTANA,2001,HEPATITIS A,10,0.02682926829268293
MONTANA,2002,HEPATITIS A,12,0.027500000000000007
MONTANA,2003,HEPATITIS A,6,0.017368421052631578
MONTANA,2004,HEPATITIS A,7,0.019743589743589744
MONTANA,2005,HEPATITIS A,9,0.019215686274509803
MONTANA,2006,HEPATITIS A,10,0.024545454545454547
MONTANA,2007,HEPATITIS A,8,0.023428571428571427
MONTANA,2008,HEPATITIS A,0,0.0
MONTANA,2009,HEPATITIS A,5,0.011111111111111112
MONTANA,2010,HEPATITIS A,3,0.007894736842105265
MONTANA,2011,HEPATITIS A,2,0.00425531914893617
NEBRASKA,1966,HEPATITIS A,49,0.14166666666666664
NEBRASKA,1967,HEPATITIS A,66,0.13114285714285714
NEBRASKA,1968,HEPATITIS A,81,0.14578947368421058
NEBRASKA,1969,HEPATITIS A,125,0.25117647058823533
NEBRASKA,1970,HEPATITIS A,132,0.19954545454545458
NEBRASKA,1971,HEPATITIS A,145,0.22186046511627922
NEBRASKA,1972,HEPATITIS A,66,0.14633333333333334
NEBRASKA,1973,HEPATITIS A,41,0.08793103448275863
NEBRASKA,1974,HEPATITIS A,68,0.14466666666666667
NEBRASKA,1975,HEPATITIS A,86,0.20444444444444443
NEBRASKA,1976,HEPATITIS A,63,0.1432142857142857
NEBRASKA,1977,HEPATITIS A,166,0.27868421052631576
NEBRASKA,1978,HEPATITIS A,129,0.2229729729729729
NEBRASKA,1979,HEPATITIS A,92,0.17636363636363628
NEBRASKA,1980,HEPATITIS A,53,0.1527272727272727
NEBRASKA,1981,HEPATITIS A,39,0.10166666666666667
NEBRASKA,1982,HEPATITIS A,31,0.09285714285714286
NEBRASKA,1983,HEPATITIS A,69,0.20523809523809522
NEBRASKA,1984,HEPATITIS A,42,0.12045454545454545
NEBRASKA,1985,HEPATITIS A,59,0.16909090909090907
NEBRASKA,1986,HEPATITIS A,30,0.11812500000000001
NEBRASKA,1987,HEPATITIS A,111,0.28159999999999996
NEBRASKA,1988,HEPATITIS A,31,0.08954545454545455
NEBRASKA,1989,HEPATITIS A,76,0.15031249999999996
NEBRASKA,1990,HEPATITIS A,69,0.1033333333333333
NEBRASKA,1991,HEPATITIS A,154,0.25447368421052635
NEBRASKA,1992,HEPATITIS A,200,0.3542857142857143
NEBRASKA,1993,HEPATITIS A,68,0.1540740740740741
NEBRASKA,1994,HEPATITIS A,97,0.20310344827586205
NEBRASKA,1995,HEPATITIS A,72,0.12735294117647059
NEBRASKA,1996,HEPATITIS A,196,0.2868292682926829
NEBRASKA,1997,HEPATITIS A,67,0.17304347826086958
NEBRASKA,1998,HEPATITIS A,38,0.07
NEBRASKA,1999,HEPATITIS A,47,0.08147058823529413
NEBRASKA,2000,HEPATITIS A,40,0.060512820512820524
NEBRASKA,2001,HEPATITIS A,33,0.046428571428571444
NEBRASKA,2002,HEPATITIS A,12,0.021875
NEBRASKA,2003,HEPATITIS A,13,0.018780487804878048
NEBRASKA,2004,HEPATITIS A,10,0.01288888888888889
NEBRASKA,2005,HEPATITIS A,9,0.010833333333333334
NEBRASKA,2006,HEPATITIS A,18,0.02476190476190477
NEBRASKA,2007,HEPATITIS A,16,0.020434782608695655
NEBRASKA,2008,HEPATITIS A,35,0.03980000000000001
NEBRASKA,2009,HEPATITIS A,21,0.02733333333333334
NEBRASKA,2010,HEPATITIS A,12,0.017249999999999998
NEBRASKA,2011,HEPATITIS A,5,0.005434782608695652
NEVADA,1966,HEPATITIS A,21,0.46900000000000003
NEVADA,1967,HEPATITIS A,23,0.5120000000000001
NEVADA,1968,HEPATITIS A,43,0.5177777777777778
NEVADA,1969,HEPATITIS A,129,1.1695652173913047
NEVADA,1970,HEPATITIS A,137,0.9396428571428573
NEVADA,1971,HEPATITIS A,77,0.8270588235294117
NEVADA,1972,HEPATITIS A,116,0.7562962962962962
NEVADA,1973,HEPATITIS A,111,0.716923076923077
NEVADA,1974,HEPATITIS A,243,1.0048717948717945
NEVADA,1975,HEPATITIS A,172,0.6478048780487804
NEVADA,1976,HEPATITIS A,109,0.4223684210526316
NEVADA,1977,HEPATITIS A,4,0.14
NEVADA,1978,HEPATITIS A,76,0.3193548387096775
NEVADA,1979,HEPATITIS A,239,0.6923255813953489
NEVADA,1980,HEPATITIS A,283,0.9534285714285714
NEVADA,1981,HEPATITIS A,203,0.5111111111111111
NEVADA,1982,HEPATITIS A,177,0.4551162790697674
NEVADA,1983,HEPATITIS A,137,0.37075
NEVADA,1984,HEPATITIS A,286,0.6554347826086956
NEVADA,1985,HEPATITIS A,393,0.9120454545454549
NEVADA,1986,HEPATITIS A,175,0.4384615384615383
NEVADA,1987,HEPATITIS A,136,0.2813333333333332
NEVADA,1988,HEPATITIS A,84,0.32130434782608697
NEVADA,1989,HEPATITIS A,211,0.5173529411764707
NEVADA,1990,HEPATITIS A,262,0.5102380952380952
NEVADA,1991,HEPATITIS A,207,0.42026315789473684
NEVADA,1992,HEPATITIS A,69,0.14166666666666672
NEVADA,1993,HEPATITIS A,111,0.28035714285714286
NEVADA,1994,HEPATITIS A,178,0.43925925925925924
NEVADA,1995,HEPATITIS A,262,0.42512820512820515
NEVADA,1996,HEPATITIS A,392,0.5226666666666667
NEVADA,1997,HEPATITIS A,252,0.5716000000000001
NEVADA,1998,HEPATITIS A,151,0.24727272727272728
NEVADA,1999,HEPATITIS A,84,0.12852941176470592
NEVADA,2000,HEPATITIS A,63,0.07682926829268294
NEVADA,2001,HEPATITIS A,46,0.05717948717948719
NEVADA,2002,HEPATITIS A,39,0.0415909090909091
NEVADA,2003,HEPATITIS A,42,0.040888888888888905
NEVADA,2004,HEPATITIS A,13,0.011818181818181816
NEVADA,2005,HEPATITIS A,9,0.007826086956521738
NEVADA,2006,HEPATITIS A,9,0.007659574468085106
NEVADA,2007,HEPATITIS A,11,0.01
NEVADA,2008,HEPATITIS A,7,0.0077142857142857135
NEVADA,2009,HEPATITIS A,12,0.010909090909090908
NEVADA,2010,HEPATITIS A,13,0.011063829787234043
NEVADA,2011,HEPATITIS A,4,0.003846153846153846
NEW HAMPSHIRE,1966,HEPATITIS A,56,0.250909090909091
NEW HAMPSHIRE,1967,HEPATITIS A,44,0.24115384615384614
NEW HAMPSHIRE,1968,HEPATITIS A,46,0.2480769230769231
NEW HAMPSHIRE,1969,HEPATITIS A,169,0.517777777777778
NEW HAMPSHIRE,1970,HEPATITIS A,206,0.5882608695652177
NEW HAMPSHIRE,1971,HEPATITIS A,231,0.6036734693877552
NEW HAMPSHIRE,1972,HEPATITIS A,344,0.9129787234042553
NEW HAMPSHIRE,1973,HEPATITIS A,230,0.5643999999999998
NEW HAMPSHIRE,1974,HEPATITIS A,143,0.3508163265306121
NEW HAMPSHIRE,1975,HEPATITIS A,116,0.3429999999999999
NEW HAMPSHIRE,1976,HEPATITIS A,72,0.23342857142857149
NEW HAMPSHIRE,1977,HEPATITIS A,46,0.1641935483870968
NEW HAMPSHIRE,1978,HEPATITIS A,56,0.236923076923077
NEW HAMPSHIRE,1979,HEPATITIS A,43,0.18840000000000007
NEW HAMPSHIRE,1980,HEPATITIS A,30,0.18882352941176467
NEW HAMPSHIRE,1981,HEPATITIS A,40,0.17833333333333332
NEW HAMPSHIRE,1982,HEPATITIS A,31,0.15190476190476193
NEW HAMPSHIRE,1983,HEPATITIS A,33,0.14434782608695657
NEW HAMPSHIRE,1984,HEPATITIS A,36,0.15652173913043485
NEW HAMPSHIRE,1985,HEPATITIS A,4,0.1
NEW HAMPSHIRE,1986,HEPATITIS A,16,0.21428571428571425
NEW HAMPSHIRE,1987,HEPATITIS A,34,0.20666666666666667
NEW HAMPSHIRE,1988,HEPATITIS A,18,0.07043478260869565
NEW HAMPSHIRE,1989,HEPATITIS A,29,0.0815625
NEW HAMPSHIRE,1990,HEPATITIS A,4,0.009
NEW HAMPSHIRE,1991,HEPATITIS A,23,0.05750000000000001
NEW HAMPSHIRE,1992,HEPATITIS A,32,0.08470588235294116
NEW HAMPSHIRE,1993,HEPATITIS A,28,0.09259259259259259
NEW HAMPSHIRE,1994,HEPATITIS A,12,0.041153846153846145
NEW HAMPSHIRE,1995,HEPATITIS A,7,0.018
NEW HAMPSHIRE,1996,HEPATITIS A,23,0.045909090909090906
NEW HAMPSHIRE,1997,HEPATITIS A,18,0.062083333333333345
NEW HAMPSHIRE,1998,HEPATITIS A,11,0.026470588235294117
NEW HAMPSHIRE,1999,HEPATITIS A,12,0.026944444444444444
NEW HAMPSHIRE,2000,HEPATITIS A,16,0.031219512195121958
NEW HAMPSHIRE,2001,HEPATITIS A,16,0.03121951219512195
NEW HAMPSHIRE,2002,HEPATITIS A,10,0.017391304347826087
NEW HAMPSHIRE,2003,HEPATITIS A,8,0.01575
NEW HAMPSHIRE,2004,HEPATITIS A,25,0.04642857142857143
NEW HAMPSHIRE,2005,HEPATITIS A,76,0.12125000000000002
NEW HAMPSHIRE,2006,HEPATITIS A,35,0.05625
NEW HAMPSHIRE,2007,HEPATITIS A,11,0.0174
NEW HAMPSHIRE,2008,HEPATITIS A,11,0.02205128205128205
NEW HAMPSHIRE,2009,HEPATITIS A,6,0.010444444444444445
NEW HAMPSHIRE,2010,HEPATITIS A,1,0.0036363636363636364
NEW JERSEY,1966,HEPATITIS A,932,0.26211538461538464
NEW JERSEY,1967,HEPATITIS A,1307,0.36269230769230754
NEW JERSEY,1968,HEPATITIS A,1566,0.4380392156862746
NEW JERSEY,1969,HEPATITIS A,1767,0.49839999999999995
NEW JERSEY,1970,HEPATITIS A,2655,0.7154901960784315
NEW JERSEY,1971,HEPATITIS A,3382,0.9037254901960785
NEW JERSEY,1972,HEPATITIS A,2428,0.7042553191489362
NEW JERSEY,1973,HEPATITIS A,1715,0.48666666666666675
NEW JERSEY,1974,HEPATITIS A,980,0.278125
NEW JERSEY,1975,HEPATITIS A,942,0.27869565217391307
NEW JERSEY,1976,HEPATITIS A,1249,0.3545833333333334
NEW JERSEY,1977,HEPATITIS A,912,0.25833333333333325
NEW JERSEY,1978,HEPATITIS A,686,0.19851063829787235
NEW JERSEY,1979,HEPATITIS A,651,0.18437500000000004
NEW JERSEY,1980,HEPATITIS A,493,0.1847222222222223
NEW JERSEY,1981,HEPATITIS A,767,0.2723684210526316
NEW JERSEY,1982,HEPATITIS A,709,0.193061224489796
NEW JERSEY,1983,HEPATITIS A,552,0.1472000000000001
NEW JERSEY,1984,HEPATITIS A,573,0.16933333333333336
NEW JERSEY,1985,HEPATITIS A,365,0.10863636363636366
NEW JERSEY,1986,HEPATITIS A,214,0.07540540540540541
NEW JERSEY,1987,HEPATITIS A,206,0.06820512820512824
NEW JERSEY,1988,HEPATITIS A,198,0.11727272727272725
NEW JERSEY,1989,HEPATITIS A,349,0.14483870967741935
NEW JERSEY,1990,HEPATITIS A,248,0.08421052631578946
NEW JERSEY,1991,HEPATITIS A,224,0.08441176470588235
NEW JERSEY,1992,HEPATITIS A,154,0.0573529411764706
NEW JERSEY,1993,HEPATITIS A,143,0.06703703703703706
NEW JERSEY,1994,HEPATITIS A,208,0.09592592592592594
NEW JERSEY,1995,HEPATITIS A,205,0.06864864864864866
NEW JERSEY,1996,HEPATITIS A,264,0.09787878787878788
NEW JERSEY,1997,HEPATITIS A,128,0.06458333333333334
NEW JERSEY,1998,HEPATITIS A,236,0.0890625
NEW JERSEY,1999,HEPATITIS A,81,0.026944444444444444
NEW JERSEY,2000,HEPATITIS A,140,0.0868421052631579
NEW JERSEY,2001,HEPATITIS A,186,0.073
NEW JERSEY,2002,HEPATITIS A,131,0.03477272727272728
NEW JERSEY,2003,HEPATITIS A,142,0.040750000000000015
NEW JERSEY,2004,HEPATITIS A,138,0.03183673469387756
NEW JERSEY,2005,HEPATITIS A,192,0.04638297872340426
NEW JERSEY,2006,HEPATITIS A,62,0.016511627906976748
NEW JERSEY,2007,HEPATITIS A,98,0.024130434782608703
NEW JERSEY,2008,HEPATITIS A,58,0.013617021276595748
NEW JERSEY,2009,HEPATITIS A,54,0.012500000000000002
NEW JERSEY,2010,HEPATITIS A,13,0.0029166666666666664
NEW JERSEY,2011,HEPATITIS A,28,0.008285714285714287
NEW MEXICO,1966,HEPATITIS A,479,0.9151923076923079
NEW MEXICO,1967,HEPATITIS A,493,0.9860000000000001
NEW MEXICO,1968,HEPATITIS A,286,0.5851020408163263
NEW MEXICO,1969,HEPATITIS A,266,0.5485416666666665
NEW MEXICO,1970,HEPATITIS A,351,0.6644000000000002
NEW MEXICO,1971,HEPATITIS A,492,0.8939215686274505
NEW MEXICO,1972,HEPATITIS A,446,0.856595744680851
NEW MEXICO,1973,HEPATITIS A,491,0.8519607843137252
NEW MEXICO,1974,HEPATITIS A,643,1.178936170212766
NEW MEXICO,1975,HEPATITIS A,385,0.7184444444444446
NEW MEXICO,1976,HEPATITIS A,402,0.6881249999999995
NEW MEXICO,1977,HEPATITIS A,483,0.7799999999999997
NEW MEXICO,1978,HEPATITIS A,469,0.7436734693877548
NEW MEXICO,1979,HEPATITIS A,593,0.9680851063829788
NEW MEXICO,1980,HEPATITIS A,39,0.22846153846153844
NEW MEXICO,1981,HEPATITIS A,253,0.4215909090909091
NEW MEXICO,1982,HEPATITIS A,385,0.5880851063829785
NEW MEXICO,1983,HEPATITIS A,222,0.33170212765957463
NEW MEXICO,1984,HEPATITIS A,254,0.385217391304348
NEW MEXICO,1985,HEPATITIS A,391,0.6685000000000001
NEW MEXICO,1986,HEPATITIS A,373,0.6469230769230769
NEW MEXICO,1987,HEPATITIS A,407,0.5360784313725491
NEW MEXICO,1988,HEPATITIS A,263,0.795
NEW MEXICO,1989,HEPATITIS A,484,0.9397058823529413
NEW MEXICO,1990,HEPATITIS A,745,1.1661904761904767
NEW MEXICO,1991,HEPATITIS A,599,1.013421052631579
NEW MEXICO,1992,HEPATITIS A,180,0.36419354838709694
NEW MEXICO,1993,HEPATITIS A,216,0.5084615384615385
NEW MEXICO,1994,HEPATITIS A,590,1.2532142857142856
NEW MEXICO,1995,HEPATITIS A,686,0.9729268292682922
NEW MEXICO,1996,HEPATITIS A,280,0.3544444444444444
NEW MEXICO,1997,HEPATITIS A,186,0.38814814814814824
NEW MEXICO,1998,HEPATITIS A,102,0.1628571428571429
NEW MEXICO,1999,HEPATITIS A,45,0.06736842105263158
NEW MEXICO,2000,HEPATITIS A,48,0.06170731707317072
NEW MEXICO,2001,HEPATITIS A,29,0.037750000000000006
NEW MEXICO,2002,HEPATITIS A,29,0.031666666666666676
NEW MEXICO,2003,HEPATITIS A,22,0.028048780487804886
NEW MEXICO,2004,HEPATITIS A,20,0.024186046511627913
NEW MEXICO,2005,HEPATITIS A,23,0.02416666666666667
NEW MEXICO,2006,HEPATITIS A,12,0.012978723404255321
NEW MEXICO,2007,HEPATITIS A,10,0.011627906976744186
NEW MEXICO,2008,HEPATITIS A,14,0.01666666666666667
NEW MEXICO,2009,HEPATITIS A,6,0.006818181818181818
NEW MEXICO,2010,HEPATITIS A,4,0.004651162790697674
NEW MEXICO,2011,HEPATITIS A,4,0.004166666666666667
NEW YORK,1966,HEPATITIS A,2435,0.27319999999999994
NEW YORK,1967,HEPATITIS A,3394,0.36442307692307696
NEW YORK,1968,HEPATITIS A,3728,0.3976923076923076
NEW YORK,1969,HEPATITIS A,3976,0.44836734693877556
NEW YORK,1970,HEPATITIS A,5024,0.5362745098039216
NEW YORK,1971,HEPATITIS A,4825,0.5264
NEW YORK,1972,HEPATITIS A,3438,0.411304347826087
NEW YORK,1973,HEPATITIS A,2821,0.33319148936170223
NEW YORK,1974,HEPATITIS A,2193,0.2652173913043478
NEW YORK,1975,HEPATITIS A,1932,0.21938775510204075
NEW YORK,1976,HEPATITIS A,2072,0.2278431372549019
NEW YORK,1977,HEPATITIS A,1266,0.14320000000000005
NEW YORK,1978,HEPATITIS A,1155,0.13408163265306122
NEW YORK,1979,HEPATITIS A,1065,0.12179999999999999
NEW YORK,1980,HEPATITIS A,666,0.09921052631578947
NEW YORK,1981,HEPATITIS A,1103,0.13977777777777778
NEW YORK,1982,HEPATITIS A,1145,0.13541666666666666
NEW YORK,1983,HEPATITIS A,1305,0.15659574468085108
NEW YORK,1984,HEPATITIS A,1683,0.20085106382978724
NEW YORK,1985,HEPATITIS A,434,0.08066666666666669
NEW YORK,1986,HEPATITIS A,207,0.060526315789473706
NEW YORK,1987,HEPATITIS A,782,0.10825
NEW YORK,1988,HEPATITIS A,545,0.13681818181818184
NEW YORK,1989,HEPATITIS A,1089,0.18303030303030307
NEW YORK,1990,HEPATITIS A,1403,0.1892682926829269
NEW YORK,1991,HEPATITIS A,1254,0.20294117647058824
NEW YORK,1992,HEPATITIS A,632,0.11896551724137931
NEW YORK,1993,HEPATITIS A,189,0.042083333333333355
NEW YORK,1994,HEPATITIS A,496,0.12761904761904766
NEW YORK,1995,HEPATITIS A,1090,0.1502564102564102
NEW YORK,1996,HEPATITIS A,782,0.1029268292682927
NEW YORK,1997,HEPATITIS A,463,0.10291666666666667
NEW YORK,1998,HEPATITIS A,521,0.08147058823529411
NEW YORK,1999,HEPATITIS A,397,0.05805555555555559
NEW YORK,2000,HEPATITIS A,487,0.06425
NEW YORK,2001,HEPATITIS A,411,0.05684210526315791
NEW YORK,2002,HEPATITIS A,715,0.08086956521739128
NEW YORK,2003,HEPATITIS A,532,0.0641860465116279
NEW YORK,2004,HEPATITIS A,380,0.042083333333333355
NEW YORK,2005,HEPATITIS A,388,0.043333333333333356
NEW YORK,2006,HEPATITIS A,280,0.03255319148936172
NEW YORK,2007,HEPATITIS A,262,0.030638297872340445
NEW YORK,2008,HEPATITIS A,148,0.01803921568627452
NEW YORK,2009,HEPATITIS A,101,0.013125000000000006
NEW YORK,2010,HEPATITIS A,2815,0.301875
NEW YORK,2011,HEPATITIS A,112,0.013469387755102046
NORTH CAROLINA,1966,HEPATITIS A,399,0.15499999999999997
NORTH CAROLINA,1967,HEPATITIS A,339,0.13038461538461535
NORTH CAROLINA,1968,HEPATITIS A,371,0.14839999999999998
NORTH CAROLINA,1969,HEPATITIS A,635,0.25400000000000006
NORTH CAROLINA,1970,HEPATITIS A,956,0.3605882352941177
NORTH CAROLINA,1971,HEPATITIS A,1288,0.47627450980392155
NORTH CAROLINA,1972,HEPATITIS A,1504,0.5940425531914894
NORTH CAROLINA,1973,HEPATITIS A,1284,0.460392156862745
NORTH CAROLINA,1974,HEPATITIS A,866,0.31775510204081636
NORTH CAROLINA,1975,HEPATITIS A,634,0.2217647058823529
NORTH CAROLINA,1976,HEPATITIS A,496,0.16865384615384615
NORTH CAROLINA,1977,HEPATITIS A,432,0.14960000000000004
NORTH CAROLINA,1978,HEPATITIS A,329,0.11666666666666664
NORTH CAROLINA,1979,HEPATITIS A,452,0.15419999999999998
NORTH CAROLINA,1980,HEPATITIS A,263,0.11918918918918919
NORTH CAROLINA,1981,HEPATITIS A,236,0.08208333333333333
NORTH CAROLINA,1982,HEPATITIS A,147,0.05145833333333332
NORTH CAROLINA,1983,HEPATITIS A,126,0.047209302325581425
NORTH CAROLINA,1984,HEPATITIS A,105,0.04268292682926831
NORTH CAROLINA,1985,HEPATITIS A,83,0.03605263157894739
NORTH CAROLINA,1986,HEPATITIS A,71,0.03833333333333334
NORTH CAROLINA,1987,HEPATITIS A,170,0.05469387755102039
NORTH CAROLINA,1988,HEPATITIS A,218,0.1531818181818182
NORTH CAROLINA,1989,HEPATITIS A,291,0.13117647058823528
NORTH CAROLINA,1990,HEPATITIS A,531,0.19309523809523813
NORTH CAROLINA,1991,HEPATITIS A,125,0.047368421052631594
NORTH CAROLINA,1992,HEPATITIS A,77,0.030857142857142864
NORTH CAROLINA,1993,HEPATITIS A,55,0.02814814814814815
NORTH CAROLINA,1994,HEPATITIS A,84,0.04000000000000001
NORTH CAROLINA,1995,HEPATITIS A,89,0.028780487804878064
NORTH CAROLINA,1996,HEPATITIS A,184,0.05545454545454547
NORTH CAROLINA,1997,HEPATITIS A,95,0.04884615384615386
NORTH CAROLINA,1998,HEPATITIS A,86,0.03171428571428572
NORTH CAROLINA,1999,HEPATITIS A,120,0.04277777777777779
NORTH CAROLINA,2000,HEPATITIS A,125,0.03609756097560977
NORTH CAROLINA,2001,HEPATITIS A,197,0.06000000000000001
NORTH CAROLINA,2002,HEPATITIS A,204,0.04959183673469388
NORTH CAROLINA,2003,HEPATITIS A,112,0.02888888888888889
NORTH CAROLINA,2004,HEPATITIS A,97,0.024782608695652176
NORTH CAROLINA,2005,HEPATITIS A,83,0.018600000000000005
NORTH CAROLINA,2006,HEPATITIS A,100,0.022600000000000002
NORTH CAROLINA,2007,HEPATITIS A,65,0.014583333333333335
NORTH CAROLINA,2008,HEPATITIS A,62,0.014255319148936177
NORTH CAROLINA,2009,HEPATITIS A,38,0.007755102040816327
NORTH CAROLINA,2010,HEPATITIS A,47,0.011395348837209303
NORTH CAROLINA,2011,HEPATITIS A,26,0.005306122448979592
NORTH DAKOTA,1966,HEPATITIS A,45,0.3
NORTH DAKOTA,1967,HEPATITIS A,53,0.3140740740740742
NORTH DAKOTA,1968,HEPATITIS A,66,0.37750000000000006
NORTH DAKOTA,1969,HEPATITIS A,43,0.24642857142857152
NORTH DAKOTA,1970,HEPATITIS A,66,0.40615384615384625
NORTH DAKOTA,1971,HEPATITIS A,135,0.49906976744186066
NORTH DAKOTA,1972,HEPATITIS A,77,0.40766666666666673
NORTH DAKOTA,1973,HEPATITIS A,26,0.295
NORTH DAKOTA,1974,HEPATITIS A,36,0.35312499999999997
NORTH DAKOTA,1975,HEPATITIS A,99,0.4359999999999999
NORTH DAKOTA,1976,HEPATITIS A,159,0.5826190476190478
NORTH DAKOTA,1977,HEPATITIS A,66,0.34862068965517257
NORTH DAKOTA,1978,HEPATITIS A,72,0.44000000000000017
NORTH DAKOTA,1979,HEPATITIS A,13,0.33166666666666667
NORTH DAKOTA,1980,HEPATITIS A,3,0.45
NORTH DAKOTA,1981,HEPATITIS A,2,0.15
NORTH DAKOTA,1983,HEPATITIS A,1,0.15
NORTH DAKOTA,1985,HEPATITIS A,9,0.26999999999999996
NORTH DAKOTA,1986,HEPATITIS A,8,0.19999999999999998
NORTH DAKOTA,1988,HEPATITIS A,5,0.034545454545454546
NORTH DAKOTA,1989,HEPATITIS A,10,0.05814814814814815
NORTH DAKOTA,1990,HEPATITIS A,20,0.07707317073170733
NORTH DAKOTA,1991,HEPATITIS A,49,0.23363636363636361
NORTH DAKOTA,1992,HEPATITIS A,74,0.3408823529411765
NORTH DAKOTA,1993,HEPATITIS A,55,0.3192592592592593
NORTH DAKOTA,1994,HEPATITIS A,5,0.03333333333333333
NORTH DAKOTA,1995,HEPATITIS A,17,0.07647058823529412
NORTH DAKOTA,1996,HEPATITIS A,128,0.46880952380952373
NORTH DAKOTA,1997,HEPATITIS A,7,0.04818181818181819
NORTH DAKOTA,1998,HEPATITIS A,3,0.014516129032258063
